"","subjectid","activity","feature","axis","count","average"
"4580",24,"LAYING","tBodyGyroJerk","Y",144,-0.508161841909722
"4581",24,"LAYING","tBodyGyroJerk","Z",144,-0.527396646326389
"4582",24,"LAYING","tBodyGyroJerkMag",NA,144,-0.980719988055556
"4583",24,"LAYING","tBodyGyroMag",NA,144,-0.955810723680556
"4584",24,"LAYING","tGravityAcc","X",144,-0.659852349166667
"4585",24,"LAYING","tGravityAcc","Y",144,-0.127511829375
"4586",24,"LAYING","tGravityAcc","Z",144,-0.147699879236111
"4587",24,"LAYING","tGravityAccMag",NA,144,-0.970604438333333
"4588",24,"SITTING","fBodyAcc","X",136,-0.990314756102941
"4589",24,"SITTING","fBodyAcc","Y",136,-0.958885602647059
"4590",24,"SITTING","fBodyAcc","Z",136,-0.960697239485294
"4591",24,"SITTING","fBodyAccJerk","X",136,-0.989073105367647
"4592",24,"SITTING","fBodyAccJerk","Y",136,-0.980389185588235
"4593",24,"SITTING","fBodyAccJerk","Z",136,-0.983989874705882
"4594",24,"SITTING","fBodyAccMag",NA,136,-0.967378646764706
"4595",24,"SITTING","fBodyBodyAccJerkMag",NA,136,-0.985041841470588
"4596",24,"SITTING","fBodyBodyGyroJerkMag",NA,136,-0.990893904705882
"4597",24,"SITTING","fBodyBodyGyroMag",NA,136,-0.973539809926471
"4598",24,"SITTING","fBodyGyro","X",136,-0.987284037794118
"4599",24,"SITTING","fBodyGyro","Y",136,-0.978726304485294
"4600",24,"SITTING","fBodyGyro","Z",136,-0.973769339338235
"4601",24,"SITTING","tBodyAcc","X",136,-0.358559038235294
"4602",24,"SITTING","tBodyAcc","Y",136,-0.484690735926324
"4603",24,"SITTING","tBodyAcc","Z",136,-0.530048586448529
"4604",24,"SITTING","tBodyAccJerk","X",136,-0.456116264676471
"4605",24,"SITTING","tBodyAccJerk","Y",136,-0.48740332616539
"4606",24,"SITTING","tBodyAccJerk","Z",136,-0.492897974239485
"4607",24,"SITTING","tBodyAccJerkMag",NA,136,-0.985487139264706
"4608",24,"SITTING","tBodyAccMag",NA,136,-0.966379419852941
"4609",24,"SITTING","tBodyGyro","X",136,-0.511867305336029
"4610",24,"SITTING","tBodyGyro","Y",136,-0.526483637425735
"4611",24,"SITTING","tBodyGyro","Z",136,-0.445616815514706
"4612",24,"SITTING","tBodyGyroJerk","X",136,-0.543310136816176
"4613",24,"SITTING","tBodyGyroJerk","Y",136,-0.515198873294118
"4614",24,"SITTING","tBodyGyroJerk","Z",136,-0.520723407709559
"4615",24,"SITTING","tBodyGyroJerkMag",NA,136,-0.991015477720588
"4616",24,"SITTING","tBodyGyroMag",NA,136,-0.9669452075
"4617",24,"SITTING","tGravityAcc","X",136,-0.0350112727205882
"4618",24,"SITTING","tGravityAcc","Y",136,-0.394718946375
"4619",24,"SITTING","tGravityAcc","Z",136,-0.426923587357353
"4620",24,"SITTING","tGravityAccMag",NA,136,-0.966379419852941
"4621",24,"STANDING","fBodyAcc","X",138,-0.986517743550725
"4622",24,"STANDING","fBodyAcc","Y",138,-0.941712474855072
"4623",24,"STANDING","fBodyAcc","Z",138,-0.938810033478261
"4624",24,"STANDING","fBodyAccJerk","X",138,-0.981441665797101
"4625",24,"STANDING","fBodyAccJerk","Y",138,-0.968974388333333
"4626",24,"STANDING","fBodyAccJerk","Z",138,-0.977053604637681
"4627",24,"STANDING","fBodyAccMag",NA,138,-0.954794322246377
"4628",24,"STANDING","fBodyBodyAccJerkMag",NA,138,-0.972723432391304
"4629",24,"STANDING","fBodyBodyGyroJerkMag",NA,138,-0.980437168913043
"4630",24,"STANDING","fBodyBodyGyroMag",NA,138,-0.95916474557971
"4631",24,"STANDING","fBodyGyro","X",138,-0.960212941231884
"4632",24,"STANDING","fBodyGyro","Y",138,-0.968112274637681
"4633",24,"STANDING","fBodyGyro","Z",138,-0.971411020289855
"4634",24,"STANDING","tBodyAcc","X",138,-0.353453493623188
"4635",24,"STANDING","tBodyAcc","Y",138,-0.475675254191362
"4636",24,"STANDING","tBodyAcc","Z",138,-0.519253042
"4637",24,"STANDING","tBodyAccJerk","X",138,-0.45297804757971
"4638",24,"STANDING","tBodyAccJerk","Y",138,-0.478380834892754
"4639",24,"STANDING","tBodyAccJerk","Z",138,-0.490652051988333
"4640",24,"STANDING","tBodyAccJerkMag",NA,138,-0.975364648478261
"4641",24,"STANDING","tBodyAccMag",NA,138,-0.948981014710145
"4642",24,"STANDING","tBodyGyro","X",138,-0.494299905716667
"4643",24,"STANDING","tBodyGyro","Y",138,-0.518276593072464
"4644",24,"STANDING","tBodyGyro","Z",138,-0.446417031586957
"4645",24,"STANDING","tBodyGyroJerk","X",138,-0.537525790557971
"4646",24,"STANDING","tBodyGyroJerk","Y",138,-0.512578716414493
"4647",24,"STANDING","tBodyGyroJerk","Z",138,-0.517497460717391
"4648",24,"STANDING","tBodyGyroJerkMag",NA,138,-0.98119149384058
"4649",24,"STANDING","tBodyGyroMag",NA,138,-0.953811686449275
"4650",24,"STANDING","tGravityAcc","X",138,-0.012877655942029
"4651",24,"STANDING","tGravityAcc","Y",138,-0.556678344818841
"4652",24,"STANDING","tGravityAcc","Z",138,-0.499621744886957
"4653",24,"STANDING","tGravityAccMag",NA,138,-0.948981014710145
"4654",24,"WALKING","fBodyAcc","X",116,-0.477576720862069
"4655",24,"WALKING","fBodyAcc","Y",116,-0.19298010912931
"4656",24,"WALKING","fBodyAcc","Z",116,-0.329569965948276
"4657",24,"WALKING","fBodyAccJerk","X",116,-0.508634451637931
"4658",24,"WALKING","fBodyAccJerk","Y",116,-0.32359142637069
"4659",24,"WALKING","fBodyAccJerk","Z",116,-0.490517921896552
"4660",24,"WALKING","fBodyAccMag",NA,116,-0.512442378793103
"4661",24,"WALKING","fBodyBodyAccJerkMag",NA,116,-0.410810515258621
"4662",24,"WALKING","fBodyBodyGyroJerkMag",NA,116,-0.569521061982759
"4663",24,"WALKING","fBodyBodyGyroMag",NA,116,-0.601270982844828
"4664",24,"WALKING","fBodyGyro","X",116,-0.542605460258621
"4665",24,"WALKING","fBodyGyro","Y",116,-0.487868852413793
"4666",24,"WALKING","fBodyGyro","Z",116,-0.422392889913793
"4667",24,"WALKING","tBodyAcc","X",116,-0.0968907751724138
"4668",24,"WALKING","tBodyAcc","Y",116,-0.0883360691086207
"4669",24,"WALKING","tBodyAcc","Z",116,-0.199717984560345
"4670",24,"WALKING","tBodyAccJerk","X",116,-0.20633467890431
"4671",24,"WALKING","tBodyAccJerk","Y",116,-0.145047351051724
"4672",24,"WALKING","tBodyAccJerk","Z",116,-0.251414802405172
"4673",24,"WALKING","tBodyAccJerkMag",NA,116,-0.404773381810345
"4674",24,"WALKING","tBodyAccMag",NA,116,-0.390523816293103
"4675",24,"WALKING","tBodyGyro","X",116,-0.317555030174138
"4676",24,"WALKING","tBodyGyro","Y",116,-0.276504934081897
"4677",24,"WALKING","tBodyGyro","Z",116,-0.14947668562069
"4678",24,"WALKING","tBodyGyroJerk","X",116,-0.276652311757759
"4679",24,"WALKING","tBodyGyroJerk","Y",116,-0.282268035255172
"4680",24,"WALKING","tBodyGyroJerk","Z",116,-0.315975877283621
"4681",24,"WALKING","tBodyGyroJerkMag",NA,116,-0.531923755862069
"4682",24,"WALKING","tBodyGyroMag",NA,116,-0.483463684741379
"4683",24,"WALKING","tGravityAcc","X",116,-0.0117156594827586
"4684",24,"WALKING","tGravityAcc","Y",116,-0.538847543060345
"4685",24,"WALKING","tGravityAcc","Z",116,-0.551866498189655
"4686",24,"WALKING","tGravityAccMag",NA,116,-0.390523816293103
"4687",24,"WALKING_DOWNSTAIRS","fBodyAcc","X",110,-0.128616444066545
"4688",24,"WALKING_DOWNSTAIRS","fBodyAcc","Y",110,-0.127687061388182
"4689",24,"WALKING_DOWNSTAIRS","fBodyAcc","Z",110,-0.232689452984545
"4690",24,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",110,-0.366053196454545
"4691",24,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",110,-0.194725582518182
"4692",24,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",110,-0.289285075963636
"4693",24,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,110,-0.0992309356692727
"4694",24,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,110,-0.141792814131364
"4695",24,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,110,-0.476240206
"4696",24,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,110,-0.422222978454545
"4697",24,"WALKING_DOWNSTAIRS","fBodyGyro","X",110,-0.378681947836364
"4698",24,"WALKING_DOWNSTAIRS","fBodyGyro","Y",110,-0.478444066727273
"4699",24,"WALKING_DOWNSTAIRS","fBodyGyro","Z",110,-0.484784275909091
"4700",24,"WALKING_DOWNSTAIRS","tBodyAcc","X",110,0.102949364184545
"4701",24,"WALKING_DOWNSTAIRS","tBodyAcc","Y",110,-0.0585901808073636
"4702",24,"WALKING_DOWNSTAIRS","tBodyAcc","Z",110,-0.155192600509091
"4703",24,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",110,-0.128478455572727
"4704",24,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",110,-0.0868825252393636
"4705",24,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",110,-0.149354267568636
"4706",24,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,110,-0.203304457427273
"4707",24,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,110,-0.0481269142963636
"4708",24,"WALKING_DOWNSTAIRS","tBodyGyro","X",110,-0.259312984507273
"4709",24,"WALKING_DOWNSTAIRS","tBodyGyro","Y",110,-0.269451774256364
"4710",24,"WALKING_DOWNSTAIRS","tBodyGyro","Z",110,-0.189551797152727
"4711",24,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",110,-0.224929525845455
"4712",24,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",110,-0.274251683116364
"4713",24,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",110,-0.259948241210909
"4714",24,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,110,-0.478156045363636
"4715",24,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,110,-0.334330341881818
"4716",24,"WALKING_DOWNSTAIRS","tGravityAcc","X",110,-0.00548095536363636
"4717",24,"WALKING_DOWNSTAIRS","tGravityAcc","Y",110,-0.534902845190909
"4718",24,"WALKING_DOWNSTAIRS","tGravityAcc","Z",110,-0.541165436872727
"4719",24,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,110,-0.0481269142963636
"4720",24,"WALKING_UPSTAIRS","fBodyAcc","X",118,-0.360978053474576
"4721",24,"WALKING_UPSTAIRS","fBodyAcc","Y",118,-0.180100110647458
"4722",24,"WALKING_UPSTAIRS","fBodyAcc","Z",118,-0.29796782720339
"4723",24,"WALKING_UPSTAIRS","fBodyAccJerk","X",118,-0.521374668220339
"4724",24,"WALKING_UPSTAIRS","fBodyAccJerk","Y",118,-0.531723781355932
"4725",24,"WALKING_UPSTAIRS","fBodyAccJerk","Z",118,-0.523059055423729
"4726",24,"WALKING_UPSTAIRS","fBodyAccMag",NA,118,-0.364292183474576
"4727",24,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,118,-0.444724288305085
"4728",24,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,118,-0.649995810338983
"4729",24,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,118,-0.556867992372881
"4730",24,"WALKING_UPSTAIRS","fBodyGyro","X",118,-0.55306708279661
"4731",24,"WALKING_UPSTAIRS","fBodyGyro","Y",118,-0.566399402711864
"4732",24,"WALKING_UPSTAIRS","fBodyGyro","Z",118,-0.342089660508475
"4733",24,"WALKING_UPSTAIRS","tBodyAcc","X",118,-0.0372591222881356
"4734",24,"WALKING_UPSTAIRS","tBodyAcc","Y",118,-0.0710012162115254
"4735",24,"WALKING_UPSTAIRS","tBodyAcc","Z",118,-0.184924811923729
"4736",24,"WALKING_UPSTAIRS","tBodyAccJerk","X",118,-0.206266831084746
"4737",24,"WALKING_UPSTAIRS","tBodyAccJerk","Y",118,-0.26515117849322
"4738",24,"WALKING_UPSTAIRS","tBodyAccJerk","Z",118,-0.268521314708559
"4739",24,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,118,-0.464778155169492
"4740",24,"WALKING_UPSTAIRS","tBodyAccMag",NA,118,-0.266628646016949
"4741",24,"WALKING_UPSTAIRS","tBodyGyro","X",118,-0.244555015799153
"4742",24,"WALKING_UPSTAIRS","tBodyGyro","Y",118,-0.337233535935593
"4743",24,"WALKING_UPSTAIRS","tBodyGyro","Z",118,-0.12488360675678
"4744",24,"WALKING_UPSTAIRS","tBodyGyroJerk","X",118,-0.393645191785763
"4745",24,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",118,-0.339189715966949
"4746",24,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",118,-0.349409026872881
"4747",24,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,118,-0.648465991016949
"4748",24,"WALKING_UPSTAIRS","tBodyGyroMag",NA,118,-0.419182449983051
"4749",24,"WALKING_UPSTAIRS","tGravityAcc","X",118,-0.0279105334745763
"4750",24,"WALKING_UPSTAIRS","tGravityAcc","Y",118,-0.577094594491525
"4751",24,"WALKING_UPSTAIRS","tGravityAcc","Z",118,-0.581043904067797
"4752",24,"WALKING_UPSTAIRS","tGravityAccMag",NA,118,-0.266628646016949
"4753",25,"LAYING","fBodyAcc","X",146,-0.915847541849315
"4754",25,"LAYING","fBodyAcc","Y",146,-0.72866503739726
"4755",25,"LAYING","fBodyAcc","Z",146,-0.755149160786986
"4756",25,"LAYING","fBodyAccJerk","X",146,-0.974641535205479
"4757",25,"LAYING","fBodyAccJerk","Y",146,-0.947608148561644
"4758",25,"LAYING","fBodyAccJerk","Z",146,-0.967259022328767
"4759",25,"LAYING","fBodyAccMag",NA,146,-0.712917592630137
"4760",25,"LAYING","fBodyBodyAccJerkMag",NA,146,-0.961842180136986
"4761",25,"LAYING","fBodyBodyGyroJerkMag",NA,146,-0.969354778219178
"4762",25,"LAYING","fBodyBodyGyroMag",NA,146,-0.880394167123288
"4763",25,"LAYING","fBodyGyro","X",146,-0.890912804178082
"4764",25,"LAYING","fBodyGyro","Y",146,-0.939276487054794
"4765",25,"LAYING","fBodyGyro","Z",146,-0.92000218239726
"4766",25,"LAYING","tBodyAcc","X",146,-0.329162322747945
"4767",25,"LAYING","tBodyAcc","Y",146,-0.355332523464384
"4768",25,"LAYING","tBodyAcc","Z",146,-0.408845417136986
"4769",25,"LAYING","tBodyAccJerk","X",146,-0.442708121780822
"4770",25,"LAYING","tBodyAccJerk","Y",146,-0.458612619286781
"4771",25,"LAYING","tBodyAccJerk","Z",146,-0.499276734916438
"4772",25,"LAYING","tBodyAccJerkMag",NA,146,-0.962046480616438
"4773",25,"LAYING","tBodyAccMag",NA,146,-0.604866272020548
"4774",25,"LAYING","tBodyGyro","X",146,-0.443021202565068
"4775",25,"LAYING","tBodyGyro","Y",146,-0.50413548795137
"4776",25,"LAYING","tBodyGyro","Z",146,-0.385604659267123
"4777",25,"LAYING","tBodyGyroJerk","X",146,-0.529514072205479
"4778",25,"LAYING","tBodyGyroJerk","Y",146,-0.50711810502089
"4779",25,"LAYING","tBodyGyroJerk","Z",146,-0.516967234620548
"4780",25,"LAYING","tBodyGyroJerkMag",NA,146,-0.969046392534247
"4781",25,"LAYING","tBodyGyroMag",NA,146,-0.832852957534247
"4782",25,"LAYING","tGravityAcc","X",146,-0.645328739589041
"4783",25,"LAYING","tGravityAcc","Y",146,-0.0114597207534247
"4784",25,"LAYING","tGravityAcc","Z",146,-0.0419036739863014
"4785",25,"LAYING","tGravityAccMag",NA,146,-0.604866272020548
"4786",25,"SITTING","fBodyAcc","X",130,-0.991764888769231
"4787",25,"SITTING","fBodyAcc","Y",130,-0.951980126307692
"4788",25,"SITTING","fBodyAcc","Z",130,-0.968433372923077
"4789",25,"SITTING","fBodyAccJerk","X",130,-0.992614478
"4790",25,"SITTING","fBodyAccJerk","Y",130,-0.983512514153846
"4791",25,"SITTING","fBodyAccJerk","Z",130,-0.987741251
"4792",25,"SITTING","fBodyAccMag",NA,130,-0.964507630461538
"4793",25,"SITTING","fBodyBodyAccJerkMag",NA,130,-0.987780313307692
"4794",25,"SITTING","fBodyBodyGyroJerkMag",NA,130,-0.991900630615385
"4795",25,"SITTING","fBodyBodyGyroMag",NA,130,-0.974836405461538
"4796",25,"SITTING","fBodyGyro","X",130,-0.989276277769231
"4797",25,"SITTING","fBodyGyro","Y",130,-0.981828342153846
"4798",25,"SITTING","fBodyGyro","Z",130,-0.974989380384615
"4799",25,"SITTING","tBodyAcc","X",130,-0.356675673076923
"4800",25,"SITTING","tBodyAcc","Y",130,-0.481113648932308
"4801",25,"SITTING","tBodyAcc","Z",130,-0.537149996315385
"4802",25,"SITTING","tBodyAccJerk","X",130,-0.458534960350538
"4803",25,"SITTING","tBodyAccJerk","Y",130,-0.48900841638
"4804",25,"SITTING","tBodyAccJerk","Z",130,-0.493162772513
"4805",25,"SITTING","tBodyAccJerkMag",NA,130,-0.988928473692308
"4806",25,"SITTING","tBodyAccMag",NA,130,-0.965206375769231
"4807",25,"SITTING","tBodyGyro","X",130,-0.512556396638462
"4808",25,"SITTING","tBodyGyro","Y",130,-0.527996886653846
"4809",25,"SITTING","tBodyGyro","Z",130,-0.443679584669231
"4810",25,"SITTING","tBodyGyroJerk","X",130,-0.543892395907692
"4811",25,"SITTING","tBodyGyroJerk","Y",130,-0.515240455041538
"4812",25,"SITTING","tBodyGyroJerk","Z",130,-0.520525476084615
"4813",25,"SITTING","tBodyGyroJerkMag",NA,130,-0.992315526538462
"4814",25,"SITTING","tBodyGyroMag",NA,130,-0.968603922153846
"4815",25,"SITTING","tGravityAcc","X",130,-0.0615969512307692
"4816",25,"SITTING","tGravityAcc","Y",130,-0.377563937330769
"4817",25,"SITTING","tGravityAcc","Z",130,-0.401159513038231
"4818",25,"SITTING","tGravityAccMag",NA,130,-0.965206375769231
"4819",25,"STANDING","fBodyAcc","X",148,-0.991472473040541
"4820",25,"STANDING","fBodyAcc","Y",148,-0.957012759527027
"4821",25,"STANDING","fBodyAcc","Z",148,-0.968087485472973
"4822",25,"STANDING","fBodyAccJerk","X",148,-0.988872272837838
"4823",25,"STANDING","fBodyAccJerk","Y",148,-0.973291978243243
"4824",25,"STANDING","fBodyAccJerk","Z",148,-0.986365149797297
"4825",25,"STANDING","fBodyAccMag",NA,148,-0.971279526824324
"4826",25,"STANDING","fBodyBodyAccJerkMag",NA,148,-0.982188742905405
"4827",25,"STANDING","fBodyBodyGyroJerkMag",NA,148,-0.983558383108108
"4828",25,"STANDING","fBodyBodyGyroMag",NA,148,-0.965031448243243
"4829",25,"STANDING","fBodyGyro","X",148,-0.970371347635135
"4830",25,"STANDING","fBodyGyro","Y",148,-0.977180275675676
"4831",25,"STANDING","fBodyGyro","Z",148,-0.972719475337838
"4832",25,"STANDING","tBodyAcc","X",148,-0.356978212567568
"4833",25,"STANDING","tBodyAcc","Y",148,-0.485463099486689
"4834",25,"STANDING","tBodyAcc","Z",148,-0.535997822851351
"4835",25,"STANDING","tBodyAccJerk","X",148,-0.456539464405405
"4836",25,"STANDING","tBodyAccJerk","Y",148,-0.482820135386622
"4837",25,"STANDING","tBodyAccJerk","Z",148,-0.496645386524736
"4838",25,"STANDING","tBodyAccJerkMag",NA,148,-0.983642076081081
"4839",25,"STANDING","tBodyAccMag",NA,148,-0.970369610743243
"4840",25,"STANDING","tBodyGyro","X",148,-0.498076048156081
"4841",25,"STANDING","tBodyGyro","Y",148,-0.523322653209459
"4842",25,"STANDING","tBodyGyro","Z",148,-0.443272797682432
"4843",25,"STANDING","tBodyGyroJerk","X",148,-0.539191695837838
"4844",25,"STANDING","tBodyGyroJerk","Y",148,-0.514535801607432
"4845",25,"STANDING","tBodyGyroJerk","Z",148,-0.518210100006757
"4846",25,"STANDING","tBodyGyroJerkMag",NA,148,-0.984161400405405
"4847",25,"STANDING","tBodyGyroMag",NA,148,-0.963480858581081
"4848",25,"STANDING","tGravityAcc","X",148,-0.0316767672972973
"4849",25,"STANDING","tGravityAcc","Y",148,-0.569979878581081
"4850",25,"STANDING","tGravityAcc","Z",148,-0.383305236081081
"4851",25,"STANDING","tGravityAccMag",NA,148,-0.970369610743243
"4852",25,"WALKING","fBodyAcc","X",148,-0.600244432702703
"4853",25,"WALKING","fBodyAcc","Y",148,-0.211097037566892
"4854",25,"WALKING","fBodyAcc","Z",148,-0.482093903851351
"4855",25,"WALKING","fBodyAccJerk","X",148,-0.624870550743243
"4856",25,"WALKING","fBodyAccJerk","Y",148,-0.401107649054054
"4857",25,"WALKING","fBodyAccJerk","Z",148,-0.674849889459459
"4858",25,"WALKING","fBodyAccMag",NA,148,-0.599493749324324
"4859",25,"WALKING","fBodyBodyAccJerkMag",NA,148,-0.541797795945946
"4860",25,"WALKING","fBodyBodyGyroJerkMag",NA,148,-0.763843337905405
"4861",25,"WALKING","fBodyBodyGyroMag",NA,148,-0.545997748040541
"4862",25,"WALKING","fBodyGyro","X",148,-0.409293913851351
"4863",25,"WALKING","fBodyGyro","Y",148,-0.622975816081081
"4864",25,"WALKING","fBodyGyro","Z",148,-0.582433580202703
"4865",25,"WALKING","tBodyAcc","X",148,-0.15850734222973
"4866",25,"WALKING","tBodyAcc","Y",148,-0.0902500870263514
"4867",25,"WALKING","tBodyAcc","Z",148,-0.27293551977027
"4868",25,"WALKING","tBodyAccJerk","X",148,-0.267724430196757
"4869",25,"WALKING","tBodyAccJerk","Y",148,-0.189554283249662
"4870",25,"WALKING","tBodyAccJerk","Z",148,-0.339476195227703
"4871",25,"WALKING","tBodyAccJerkMag",NA,148,-0.540580743581081
"4872",25,"WALKING","tBodyAccMag",NA,148,-0.485445448040541
"4873",25,"WALKING","tBodyGyro","X",148,-0.20839464579527
"4874",25,"WALKING","tBodyGyro","Y",148,-0.343054451983581
"4875",25,"WALKING","tBodyGyro","Z",148,-0.237994185858108
"4876",25,"WALKING","tBodyGyroJerk","X",148,-0.305167181687838
"4877",25,"WALKING","tBodyGyroJerk","Y",148,-0.419767017997838
"4878",25,"WALKING","tBodyGyroJerk","Z",148,-0.355422892765338
"4879",25,"WALKING","tBodyGyroJerkMag",NA,148,-0.717749306959459
"4880",25,"WALKING","tBodyGyroMag",NA,148,-0.442085893716216
"4881",25,"WALKING","tGravityAcc","X",148,-0.0210080743918919
"4882",25,"WALKING","tGravityAcc","Y",148,-0.546204655912162
"4883",25,"WALKING","tGravityAcc","Z",148,-0.378289728864865
"4884",25,"WALKING","tGravityAccMag",NA,148,-0.485445448040541
"4885",25,"WALKING_DOWNSTAIRS","fBodyAcc","X",116,-0.292637033631034
"4886",25,"WALKING_DOWNSTAIRS","fBodyAcc","Y",116,-0.181611714664655
"4887",25,"WALKING_DOWNSTAIRS","fBodyAcc","Z",116,-0.502781265431035
"4888",25,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",116,-0.523971395862069
"4889",25,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",116,-0.39070973712069
"4890",25,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",116,-0.710917011724138
"4891",25,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,116,-0.323795933810345
"4892",25,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,116,-0.486933439827586
"4893",25,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,116,-0.690033345172414
"4894",25,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,116,-0.454735455887931
"4895",25,"WALKING_DOWNSTAIRS","fBodyGyro","X",116,-0.267025915836207
"4896",25,"WALKING_DOWNSTAIRS","fBodyGyro","Y",116,-0.55177873862069
"4897",25,"WALKING_DOWNSTAIRS","fBodyGyro","Z",116,-0.458524877155172
"4898",25,"WALKING_DOWNSTAIRS","tBodyAcc","X",116,0.0187863659741379
"4899",25,"WALKING_DOWNSTAIRS","tBodyAcc","Y",116,-0.0807788280847414
"4900",25,"WALKING_DOWNSTAIRS","tBodyAcc","Z",116,-0.282582379431034
"4901",25,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",116,-0.195655729267241
"4902",25,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",116,-0.195601592553448
"4903",25,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",116,-0.361414787342241
"4904",25,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,116,-0.491730130603448
"4905",25,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,116,-0.239786922267241
"4906",25,"WALKING_DOWNSTAIRS","tBodyGyro","X",116,-0.142916813010345
"4907",25,"WALKING_DOWNSTAIRS","tBodyGyro","Y",116,-0.312246495511035
"4908",25,"WALKING_DOWNSTAIRS","tBodyGyro","Z",116,-0.172852714775862
"4909",25,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",116,-0.279043416492931
"4910",25,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",116,-0.425982438500603
"4911",25,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",116,-0.331844905084569
"4912",25,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,116,-0.672159788275862
"4913",25,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,116,-0.299121743490517
"4914",25,"WALKING_DOWNSTAIRS","tGravityAcc","X",116,-0.0174212672413793
"4915",25,"WALKING_DOWNSTAIRS","tGravityAcc","Y",116,-0.505121514310345
"4916",25,"WALKING_DOWNSTAIRS","tGravityAcc","Z",116,-0.353697869
"4917",25,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,116,-0.239786922267241
"4918",25,"WALKING_UPSTAIRS","fBodyAcc","X",130,-0.479812812846154
"4919",25,"WALKING_UPSTAIRS","fBodyAcc","Y",130,-0.290069616984615
"4920",25,"WALKING_UPSTAIRS","fBodyAcc","Z",130,-0.390114284646154
"4921",25,"WALKING_UPSTAIRS","fBodyAccJerk","X",130,-0.679210891153846
"4922",25,"WALKING_UPSTAIRS","fBodyAccJerk","Y",130,-0.639467717538462
"4923",25,"WALKING_UPSTAIRS","fBodyAccJerk","Z",130,-0.811896803923077
"4924",25,"WALKING_UPSTAIRS","fBodyAccMag",NA,130,-0.532013927384615
"4925",25,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,130,-0.679114401615385
"4926",25,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,130,-0.831732459076923
"4927",25,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,130,-0.476883231361538
"4928",25,"WALKING_UPSTAIRS","fBodyGyro","X",130,-0.488132415161538
"4929",25,"WALKING_UPSTAIRS","fBodyGyro","Y",130,-0.483971300461538
"4930",25,"WALKING_UPSTAIRS","fBodyGyro","Z",130,-0.588141163923077
"4931",25,"WALKING_UPSTAIRS","tBodyAcc","X",130,-0.0908901173846154
"4932",25,"WALKING_UPSTAIRS","tBodyAcc","Y",130,-0.125036580597846
"4933",25,"WALKING_UPSTAIRS","tBodyAcc","Z",130,-0.211367207684615
"4934",25,"WALKING_UPSTAIRS","tBodyAccJerk","X",130,-0.294819301368462
"4935",25,"WALKING_UPSTAIRS","tBodyAccJerk","Y",130,-0.308938047638385
"4936",25,"WALKING_UPSTAIRS","tBodyAccJerk","Z",130,-0.412074526828769
"4937",25,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,130,-0.676836951692308
"4938",25,"WALKING_UPSTAIRS","tBodyAccMag",NA,130,-0.392889424461538
